month,level_1,level_2,level_3,value
1990-12,Number Of Air Passenger Departures,South East Asia,Thailand,87375
1990-12,Number Of Air Passenger Departures,South East Asia,Philippines,14789
1990-12,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1990-12,Number Of Air Passenger Departures,North East Asia,China,3992
1990-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,47599
1990-12,Number Of Air Passenger Departures,North East Asia,Japan,58565
1990-12,Number Of Air Passenger Departures,Europe,United Kingdom,21714
1990-12,Number Of Air Passenger Departures,Europe,France,3498
1990-12,Number Of Air Passenger Departures,Europe,Germany,6512
1991-01,Number Of Air Passenger Departures,South East Asia,Malaysia,101693
1991-01,Number Of Air Passenger Departures,South East Asia,Indonesia,72291
1991-01,Number Of Air Passenger Departures,South East Asia,Thailand,60141
1991-01,Number Of Air Passenger Departures,South East Asia,Philippines,9466
1991-01,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-01,Number Of Air Passenger Departures,North East Asia,China,2331
1991-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,37148
1991-01,Number Of Air Passenger Departures,North East Asia,Japan,67389
1991-01,Number Of Air Passenger Departures,Europe,United Kingdom,23503
1991-01,Number Of Air Passenger Departures,Europe,France,2593
1991-01,Number Of Air Passenger Departures,Europe,Germany,8133
1991-02,Number Of Air Passenger Departures,South East Asia,Malaysia,108693
1991-02,Number Of Air Passenger Departures,South East Asia,Indonesia,63888
1991-02,Number Of Air Passenger Departures,South East Asia,Thailand,51272
1991-02,Number Of Air Passenger Departures,South East Asia,Philippines,11340
1991-02,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-02,Number Of Air Passenger Departures,North East Asia,China,3839
1991-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,37898
1991-02,Number Of Air Passenger Departures,North East Asia,Japan,36725
1991-02,Number Of Air Passenger Departures,Europe,United Kingdom,16555
1991-02,Number Of Air Passenger Departures,Europe,France,2449
1991-02,Number Of Air Passenger Departures,Europe,Germany,6189
1991-03,Number Of Air Passenger Departures,South East Asia,Malaysia,115803
1991-03,Number Of Air Passenger Departures,South East Asia,Indonesia,69312
1991-03,Number Of Air Passenger Departures,South East Asia,Thailand,55917
1991-03,Number Of Air Passenger Departures,South East Asia,Philippines,12803
1991-03,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-03,Number Of Air Passenger Departures,North East Asia,China,3817
1991-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,42398
1991-03,Number Of Air Passenger Departures,North East Asia,Japan,45192
1991-03,Number Of Air Passenger Departures,Europe,United Kingdom,25572
1991-03,Number Of Air Passenger Departures,Europe,France,3383
1991-03,Number Of Air Passenger Departures,Europe,Germany,8726
1991-04,Number Of Air Passenger Departures,South East Asia,Malaysia,107069
1991-04,Number Of Air Passenger Departures,South East Asia,Indonesia,74258
1991-04,Number Of Air Passenger Departures,South East Asia,Thailand,65699
1991-04,Number Of Air Passenger Departures,South East Asia,Philippines,12226
1991-04,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-04,Number Of Air Passenger Departures,North East Asia,China,5370
1991-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,45062
1991-04,Number Of Air Passenger Departures,North East Asia,Japan,50174
1991-04,Number Of Air Passenger Departures,Europe,United Kingdom,25922
1991-04,Number Of Air Passenger Departures,Europe,France,3394
1991-04,Number Of Air Passenger Departures,Europe,Germany,8703
1991-05,Number Of Air Passenger Departures,South East Asia,Malaysia,111649
1991-05,Number Of Air Passenger Departures,South East Asia,Indonesia,73246
1991-05,Number Of Air Passenger Departures,South East Asia,Thailand,62469
1991-05,Number Of Air Passenger Departures,South East Asia,Philippines,13503
1991-05,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-05,Number Of Air Passenger Departures,North East Asia,China,6038
1991-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,40906
1991-05,Number Of Air Passenger Departures,North East Asia,Japan,60557
1991-05,Number Of Air Passenger Departures,Europe,United Kingdom,24874
1991-05,Number Of Air Passenger Departures,Europe,France,3698
1991-05,Number Of Air Passenger Departures,Europe,Germany,8691
1991-06,Number Of Air Passenger Departures,South East Asia,Malaysia,138467
1991-06,Number Of Air Passenger Departures,South East Asia,Indonesia,95561
1991-06,Number Of Air Passenger Departures,South East Asia,Thailand,70901
1991-06,Number Of Air Passenger Departures,South East Asia,Philippines,11138
1991-06,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-06,Number Of Air Passenger Departures,North East Asia,China,6167
1991-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,51467
1991-06,Number Of Air Passenger Departures,North East Asia,Japan,71503
1991-06,Number Of Air Passenger Departures,Europe,United Kingdom,23447
1991-06,Number Of Air Passenger Departures,Europe,France,3842
1991-06,Number Of Air Passenger Departures,Europe,Germany,8953
1991-07,Number Of Air Passenger Departures,South East Asia,Malaysia,122122
1991-07,Number Of Air Passenger Departures,South East Asia,Indonesia,104216
1991-07,Number Of Air Passenger Departures,South East Asia,Thailand,60964
1991-07,Number Of Air Passenger Departures,South East Asia,Philippines,11778
1991-07,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-07,Number Of Air Passenger Departures,North East Asia,China,3298
1991-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,42178
1991-07,Number Of Air Passenger Departures,North East Asia,Japan,67020
1991-07,Number Of Air Passenger Departures,Europe,United Kingdom,22945
1991-07,Number Of Air Passenger Departures,Europe,France,3277
1991-07,Number Of Air Passenger Departures,Europe,Germany,7404
1991-08,Number Of Air Passenger Departures,South East Asia,Malaysia,132241
1991-08,Number Of Air Passenger Departures,South East Asia,Indonesia,89449
1991-08,Number Of Air Passenger Departures,South East Asia,Thailand,68491
1991-08,Number Of Air Passenger Departures,South East Asia,Philippines,10450
1991-08,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-08,Number Of Air Passenger Departures,North East Asia,China,3240
1991-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,55352
1991-08,Number Of Air Passenger Departures,North East Asia,Japan,84323
1991-08,Number Of Air Passenger Departures,Europe,United Kingdom,26336
1991-08,Number Of Air Passenger Departures,Europe,France,3771
1991-08,Number Of Air Passenger Departures,Europe,Germany,11079
1991-09,Number Of Air Passenger Departures,South East Asia,Malaysia,120793
1991-09,Number Of Air Passenger Departures,South East Asia,Indonesia,82896
1991-09,Number Of Air Passenger Departures,South East Asia,Thailand,61700
1991-09,Number Of Air Passenger Departures,South East Asia,Philippines,10794
1991-09,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-09,Number Of Air Passenger Departures,North East Asia,China,6184
1991-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,46983
1991-09,Number Of Air Passenger Departures,North East Asia,Japan,81301
1991-09,Number Of Air Passenger Departures,Europe,United Kingdom,25693
1991-09,Number Of Air Passenger Departures,Europe,France,3577
1991-09,Number Of Air Passenger Departures,Europe,Germany,9509
1991-10,Number Of Air Passenger Departures,South East Asia,Malaysia,117661
1991-10,Number Of Air Passenger Departures,South East Asia,Indonesia,84506
1991-10,Number Of Air Passenger Departures,South East Asia,Thailand,66836
1991-10,Number Of Air Passenger Departures,South East Asia,Philippines,11396
1991-10,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-10,Number Of Air Passenger Departures,North East Asia,China,6449
1991-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,46007
1991-10,Number Of Air Passenger Departures,North East Asia,Japan,71594
1991-10,Number Of Air Passenger Departures,Europe,United Kingdom,20364
1991-10,Number Of Air Passenger Departures,Europe,France,3375
1991-10,Number Of Air Passenger Departures,Europe,Germany,9980
1991-11,Number Of Air Passenger Departures,South East Asia,Malaysia,145483
1991-11,Number Of Air Passenger Departures,South East Asia,Indonesia,92684
1991-11,Number Of Air Passenger Departures,South East Asia,Thailand,73037
1991-11,Number Of Air Passenger Departures,South East Asia,Philippines,13802
1991-11,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-11,Number Of Air Passenger Departures,North East Asia,China,5588
1991-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,49215
1991-11,Number Of Air Passenger Departures,North East Asia,Japan,71840
1991-11,Number Of Air Passenger Departures,Europe,United Kingdom,22481
1991-11,Number Of Air Passenger Departures,Europe,France,3766
1991-11,Number Of Air Passenger Departures,Europe,Germany,10359
1991-12,Number Of Air Passenger Departures,South East Asia,Malaysia,149646
1991-12,Number Of Air Passenger Departures,South East Asia,Indonesia,103776
1991-12,Number Of Air Passenger Departures,South East Asia,Thailand,80739
1991-12,Number Of Air Passenger Departures,South East Asia,Philippines,16343
1991-12,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1991-12,Number Of Air Passenger Departures,North East Asia,China,5017
1991-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,54051
1991-12,Number Of Air Passenger Departures,North East Asia,Japan,70841
1991-12,Number Of Air Passenger Departures,Europe,United Kingdom,21588
1991-12,Number Of Air Passenger Departures,Europe,France,3560
1991-12,Number Of Air Passenger Departures,Europe,Germany,6584
1992-01,Number Of Air Passenger Departures,South East Asia,Malaysia,119440
1992-01,Number Of Air Passenger Departures,South East Asia,Indonesia,88875
1992-01,Number Of Air Passenger Departures,South East Asia,Thailand,64301
1992-01,Number Of Air Passenger Departures,South East Asia,Philippines,11025
1992-01,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1992-01,Number Of Air Passenger Departures,North East Asia,China,3495
1992-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,42930
1992-01,Number Of Air Passenger Departures,North East Asia,Japan,79741
1992-01,Number Of Air Passenger Departures,Europe,United Kingdom,24164
1992-01,Number Of Air Passenger Departures,Europe,France,3949
1992-01,Number Of Air Passenger Departures,Europe,Germany,9314
1992-02,Number Of Air Passenger Departures,South East Asia,Malaysia,129405
1992-02,Number Of Air Passenger Departures,South East Asia,Indonesia,87170
1992-02,Number Of Air Passenger Departures,South East Asia,Thailand,70245
1992-02,Number Of Air Passenger Departures,South East Asia,Philippines,12316
1992-02,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1992-02,Number Of Air Passenger Departures,North East Asia,China,4515
1992-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,53845
1992-02,Number Of Air Passenger Departures,North East Asia,Japan,77081
1992-02,Number Of Air Passenger Departures,Europe,United Kingdom,18838
1992-02,Number Of Air Passenger Departures,Europe,France,3789
1992-02,Number Of Air Passenger Departures,Europe,Germany,8427
1992-03,Number Of Air Passenger Departures,South East Asia,Malaysia,121256
1992-03,Number Of Air Passenger Departures,South East Asia,Indonesia,78987
1992-03,Number Of Air Passenger Departures,South East Asia,Thailand,66446
1992-03,Number Of Air Passenger Departures,South East Asia,Philippines,14821
1992-03,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1992-03,Number Of Air Passenger Departures,North East Asia,China,5714
1992-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,48077
1992-03,Number Of Air Passenger Departures,North East Asia,Japan,86084
1992-03,Number Of Air Passenger Departures,Europe,United Kingdom,25434
1992-03,Number Of Air Passenger Departures,Europe,France,4591
1992-03,Number Of Air Passenger Departures,Europe,Germany,10347
1992-04,Number Of Air Passenger Departures,South East Asia,Malaysia,124865
1992-04,Number Of Air Passenger Departures,South East Asia,Indonesia,91226
1992-04,Number Of Air Passenger Departures,South East Asia,Thailand,74489
1992-04,Number Of Air Passenger Departures,South East Asia,Philippines,13093
1992-04,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1992-04,Number Of Air Passenger Departures,North East Asia,China,7187
1992-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,52367
1992-04,Number Of Air Passenger Departures,North East Asia,Japan,62158
1992-04,Number Of Air Passenger Departures,Europe,United Kingdom,27501
1992-04,Number Of Air Passenger Departures,Europe,France,4475
1992-04,Number Of Air Passenger Departures,Europe,Germany,10284
1992-05,Number Of Air Passenger Departures,South East Asia,Malaysia,120364
1992-05,Number Of Air Passenger Departures,South East Asia,Indonesia,80616
1992-05,Number Of Air Passenger Departures,South East Asia,Thailand,61374
1992-05,Number Of Air Passenger Departures,South East Asia,Philippines,13723
1992-05,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1992-05,Number Of Air Passenger Departures,North East Asia,China,7107
